q      	sum          	Hg-I_2       	H_1-I_2      	I_2-I_2      	I_1-I_2      	O-Hg         	O-I_1        	H_2-Hg       	C-I_1        	H_1-I_1      	H_1-H_1      	C-C          	O-O          	H_2-H_2      	C-H_2        	O-I_2        	C-H_1        	C-I_2        	Hg-I_1       	O-H_2        	Hg-Hg        	H_1-H_2      	H_2-I_1      	O-H_1        	O-C          	H_1-Hg       	I_1-I_1      	H_2-I_2      	C-Hg        
2.595 	30650.6     	485.482     	-1.89751    	1757.73     	206.329     	353.738     	-41.6773    	-3.24158    	-47.118     	-8.39742    	457.957     	4926.67     	18124.7     	97.4056     	187.694     	-68.963     	-694.845    	-44.4434    	485.482     	-348.233    	4558.09     	9.77109     	2.46024     	1198.74     	-2674.13    	-24.0061    	1757.73     	2.50003     	-4.91066    
2.605 	30451.2     	494.91      	-0.602889   	1753.52     	203.679     	347.669     	-42.2448    	-3.20501    	-47.1269    	-6.08807    	456.433     	4912.2      	18091.8     	96.5328     	181.887     	-67.8578    	-690.237    	-43.6899    	494.91      	-342.894    	4549.26     	10.6579     	2.51378     	1174.28     	-2795.43    	-24.4687    	1753.52     	2.47311     	-11.2181    
2.615 	30249.4     	503.848     	0.591206    	1749.33     	200.449     	341.858     	-42.5951    	-3.2137     	-47.4445    	-3.54588    	454.779     	4898.9      	18053.6     	95.6656     	176.009     	-66.09      	-685.453    	-43.295     	503.848     	-337.287    	4540.45     	11.5453     	2.5439      	1149.88     	-2914.32    	-24.7722    	1749.33     	2.42957     	-17.6505    
2.625 	30046.2     	512.295     	1.65954     	1745.15     	196.656     	336.473     	-42.7062    	-3.26695    	-48.0218    	-0.854387   	453.018     	4886.81     	18010.4     	94.8042     	170.06      	-63.7483    	-680.437    	-43.2585    	512.295     	-331.405    	4531.64     	12.433      	2.54935     	1125.59     	-3030.32    	-24.9848    	1745.15     	2.3694      	-24.1161    
2.635 	29842.4     	520.25      	2.5804      	1740.99     	192.318     	331.645     	-42.5645    	-3.36168    	-48.7935    	1.89698     	451.164     	4876.01     	17962.2     	93.9489     	164.041     	-60.9392    	-675.132    	-43.5556    	520.25      	-325.243    	4522.85     	13.3202     	2.52988     	1101.45     	-3143.02    	-25.1655    	1740.99     	2.29322     	-30.5281    
2.645 	29638.8     	527.714     	3.33666     	1736.84     	187.454     	327.469     	-42.1662    	-3.49255    	-49.6824    	4.61709     	449.228     	4866.57     	17909.3     	93.1        	157.959     	-57.783     	-669.486    	-44.1393    	527.714     	-318.8      	4514.08     	14.2055     	2.48614     	1077.48     	-3252.06    	-25.3629    	1736.84     	2.20231     	-36.8071    
2.655 	29436       	534.687     	3.91669     	1732.7      	182.085     	323.996     	-41.5175    	-3.65231    	-50.6044    	7.21734     	447.211     	4858.54     	17851.8     	92.2582     	151.822     	-54.4085    	-663.454    	-44.9436    	534.687     	-312.074    	4505.32     	15.0868     	2.41948     	1053.7      	-3357.12    	-25.6129    	1732.7      	2.09849     	-42.8845    
2.665 	29234.6     	541.17      	4.31502     	1728.57     	176.234     	321.233     	-40.6356    	-3.83215    	-51.4729    	9.61564     	445.112     	4851.98     	17790.1     	91.4239     	145.642     	-50.9476    	-656.999    	-45.8876    	541.17      	-305.071    	4496.57     	15.9616     	2.33185     	1030.11     	-3458       	-25.9393    	1728.57     	1.98403     	-48.704     
2.675 	29034.9     	547.163     	4.53275     	1724.46     	169.924     	319.145     	-39.5477    	-4.02214    	-52.2037    	11.74       	442.923     	4846.89     	17724.2     	90.5977     	139.432     	-47.5306    	-650.092    	-46.8806    	547.163     	-297.8      	4487.84     	16.8271     	2.22558     	1006.73     	-3554.54    	-26.3536    	1724.46     	1.86156     	-54.2223    
2.685 	28837.1     	552.669     	4.57773     	1720.36     	163.179     	317.652     	-38.2906    	-4.21169    	-52.7197    	13.5317     	440.631     	4843.28     	17654.3     	89.7801     	133.205     	-44.2809    	-642.714    	-47.8272    	552.669     	-290.271    	4479.13     	17.68       	2.10323     	983.53      	-3646.67    	-26.8562    	1720.36     	1.73391     	-59.41      
2.695 	28641.3     	557.688     	4.46433     	1716.27     	156.025     	316.637     	-36.9092    	-4.39003    	-52.9542    	14.9473     	438.221     	4841.11     	17580.7     	88.9717     	126.972     	-41.3102    	-634.856    	-48.6331    	557.688     	-282.503    	4470.43     	18.5167     	1.96746     	960.506     	-3734.41    	-27.4382    	1716.27     	1.60397     	-64.2499    
2.705 	28447.3     	562.224     	4.21306     	1712.2      	148.488     	315.945     	-35.4541    	-4.54672    	-52.8544    	15.9607     	435.677     	4840.32     	17503.4     	88.1727     	120.747     	-38.7147    	-626.518    	-49.2102    	562.224     	-274.515    	4461.74     	19.3337     	1.82084     	937.636     	-3817.82    	-28.0833    	1712.2      	1.4746      	-68.7365    
2.715 	28254.9     	566.277     	3.84976     	1708.14     	140.595     	315.394     	-33.9802    	-4.67205    	-52.3834    	16.5635     	432.98      	4840.81     	17422.7     	87.3835     	114.538     	-36.5719    	-617.709    	-49.4817    	566.277     	-266.33     	4453.07     	20.1273     	1.6658      	914.902     	-3897.05    	-28.7702    	1708.14     	1.3485      	-72.8734    
2.725 	28063.6     	569.852     	3.40468     	1704.09     	132.374     	314.778     	-32.544     	-4.75745    	-51.5217    	16.7648     	430.115     	4842.45     	17338.6     	86.6043     	108.354     	-34.9379    	-608.445    	-49.3859    	569.852     	-257.977    	4444.41     	20.8941     	1.50451     	892.287     	-3972.25    	-29.4749    	1704.09     	1.22806     	-76.6713    
2.735 	27873.1     	572.95      	2.91122     	1700.05     	123.853     	313.875     	-31.2006    	-4.79585    	-50.2673    	16.5906     	427.065     	4845.09     	17251.2     	85.8349     	102.2       	-33.8465    	-598.749    	-48.8796    	572.95      	-249.483    	4435.76     	21.6308     	1.33887     	869.776     	-4043.64    	-30.1731    	1700.05     	1.11531     	-80.1452    
2.745 	27682.7     	575.576     	2.4046      	1696.03     	115.062     	312.459     	-30.0019    	-4.78188    	-48.6355    	16.0815     	423.82      	4848.57     	17160.7     	85.0754     	96.0795     	-33.3078    	-588.648    	-47.9403    	575.576     	-240.879    	4427.14     	22.3343     	1.17044     	847.359     	-4111.43    	-30.8422    	1696.03     	1.01186     	-83.312     
2.755 	27491.9     	577.733     	1.9204      	1692.02     	106.03      	310.301     	-28.9938    	-4.71212    	-46.6575    	15.2908     	420.371     	4852.7      	17067.1     	84.3255     	89.9925     	-33.3095    	-578.173    	-46.5672    	577.733     	-232.195    	4418.52     	23.0021     	1.00053     	825.033     	-4175.83    	-31.4629    	1692.02     	0.918821    	-86.1882    
2.765 	27300.2     	579.424     	1.49304     	1688.03     	96.7856     	307.189     	-28.2142    	-4.5851     	-44.3782    	14.2814     	416.715     	4857.3      	16970.4     	83.5848     	83.9381     	-33.8179    	-567.357    	-44.7806    	579.424     	-223.461    	4409.92     	23.6319     	0.830187    	802.799     	-4237.02    	-32.0206    	1688.03     	0.836795    	-88.7875    
2.775 	27107.2     	580.654     	1.15431     	1684.05     	87.3603     	302.925     	-27.6912    	-4.40135    	-41.8539    	13.1223     	412.853     	4862.18     	16870.9     	82.8528     	77.9131     	-34.7799    	-556.234    	-42.6215    	580.654     	-214.708    	4401.34     	24.2223     	0.660238    	780.666     	-4295.16    	-32.5062    	1684.05     	0.765896    	-91.1192    
2.785 	26912.5     	581.427     	0.932013    	1680.08     	77.7838     	297.341     	-27.4418    	-4.16332    	-39.149     	11.8857     	408.791     	4867.17     	16768.5     	82.1291     	71.9131     	-36.126     	-544.836    	-40.148     	581.427     	-205.96     	4392.77     	24.772      	0.491392    	758.648     	-4350.39    	-32.916     	1680.08     	0.705763    	-93.1877    
2.795 	26715.8     	581.749     	0.848731    	1676.12     	68.0866     	290.303     	-27.4711    	-3.87518    	-36.3333    	10.643      	404.539     	4872.1      	16663.3     	81.4131     	65.9327     	-37.7739    	-533.195    	-37.4332    	581.749     	-197.244    	4384.22     	25.2806     	0.324286    	736.767     	-4402.75    	-33.2515    	1676.12     	0.655604    	-94.9912    
2.805 	26517       	581.623     	0.920824    	1672.17     	58.2989     	281.718     	-27.7721    	-3.54265    	-33.4778    	9.46168     	400.114     	4876.84     	16555.4     	80.7042     	59.9666     	-39.6318    	-521.341    	-34.5604    	581.623     	-188.58     	4375.68     	25.7479     	0.15956     	715.046     	-4452.27    	-33.5192    	1672.17     	0.614264    	-96.5228    
2.815 	26316.2     	581.055     	1.1577      	1668.24     	48.451      	271.536     	-28.3257    	-3.17267    	-30.6528    	8.40254     	395.532     	4881.27     	16444.9     	80.0019     	54.0095     	-41.6028    	-509.301    	-31.6192    	581.055     	-179.986    	4367.16     	26.1744     	-0.00209198 	693.511     	-4498.92    	-33.7288    	1668.24     	0.580291    	-97.7705    
2.825 	26113.3     	580.051     	1.56138     	1664.32     	38.5729     	259.76      	-29.1017    	-2.77315    	-27.924     	7.51679     	390.817     	4885.3      	16331.8     	79.3056     	48.057      	-43.5887    	-497.101    	-28.7008    	580.051     	-171.475    	4358.65     	26.5612     	-0.159873   	672.192     	-4542.61    	-33.8922    	1664.32     	0.552024    	-98.7195    
2.835 	25908.9     	578.616     	2.12635     	1660.42     	28.6945     	246.438     	-30.0601    	-2.35262    	-25.3504    	6.84431     	385.991     	4888.88     	16216.3     	78.615      	42.106      	-45.494     	-484.763    	-25.8934    	578.616     	-163.059    	4350.16     	26.9095     	-0.312859   	651.115     	-4583.21    	-34.022     	1660.42     	0.52767     	-99.353     
2.845 	25703.1     	576.757     	2.83981     	1656.53     	18.8451     	231.669     	-31.1523    	-1.91987    	-22.9823    	6.41223     	381.078     	4891.98     	16098.3     	77.9296     	36.1549     	-47.2296    	-472.306    	-23.2779    	576.757     	-154.743    	4341.68     	27.2211     	-0.459994   	630.306     	-4620.54    	-34.1303    	1656.53     	0.505394    	-99.6551    
2.855 	25496.7     	574.479     	3.68218     	1652.64     	9.05381     	215.601     	-32.3237    	-1.48368    	-20.8597    	6.23425     	376.102     	4894.6      	15978.2     	77.2492     	30.204      	-48.7156    	-459.749    	-20.9241    	574.479     	-146.533    	4333.22     	27.4979     	-0.600104   	609.788     	-4654.42    	-34.2267    	1652.64     	0.483392    	-99.6128    
2.865 	25290       	571.789     	4.62791     	1648.78     	-0.650898   	198.421     	-33.5156    	-1.05246    	-19.0114    	6.31066     	371.087     	4896.77     	15855.8     	76.5736     	24.2553     	-49.8845    	-447.109    	-18.888     	571.789     	-138.427    	4324.77     	27.742      	-0.73193    	589.578     	-4684.65    	-34.3176    	1648.78     	0.459963    	-99.2179    
2.875 	25083.9     	568.694     	5.64659     	1644.92     	-10.2411    	180.356     	-34.6674    	-0.634042   	-17.4547    	6.62898     	366.052     	4898.51     	15731.2     	75.9028     	18.3133     	-50.683     	-434.401    	-17.2091    	568.694     	-130.427    	4316.34     	27.9557     	-0.854178   	569.691     	-4710.99    	-34.4054    	1644.92     	0.43357     	-98.4696    
2.885 	24878.8     	565.2       	6.70423     	1641.08     	-19.6895    	161.663     	-35.7196    	-0.235395   	-16.1954    	7.16523     	361.017     	4899.9      	15604.7     	75.2367     	12.384      	-51.0732    	-421.641    	-15.9093    	565.2       	-122.528    	4307.93     	28.1413     	-0.965588   	550.134     	-4733.27    	-34.4876    	1641.08     	0.402883    	-97.3757    
2.895 	24675.6     	561.314     	7.76474     	1637.25     	-28.9697    	142.619     	-36.6152    	0.137515    	-15.2286    	7.88562     	355.996     	4900.99     	15476.2     	74.5756     	6.47532     	-51.0337    	-408.844    	-14.9926    	561.314     	-114.729    	4299.53     	28.301      	-1.065      	530.91      	-4751.28    	-34.557     	1637.25     	0.366818    	-95.9539    
2.905 	24474.8     	557.045     	8.79144     	1633.43     	-38.0558    	123.515     	-37.3029    	0.479869    	-14.5396    	8.74873     	350.999     	4901.85     	15345.9     	73.9197     	0.596732    	-50.5592    	-396.025    	-14.4455    	557.045     	-107.025    	4291.14     	28.4369     	-1.15144    	512.018     	-4764.89    	-34.6022    	1633.43     	0.324557    	-94.2325    
2.915 	24277       	552.398     	9.74863     	1629.62     	-46.9231    	104.644     	-37.7381    	0.788062    	-14.1053    	9.70788     	346.036     	4902.54     	15213.7     	73.2691     	-5.24118    	-49.6603    	-383.201    	-14.2388    	552.398     	-99.4137    	4282.77     	28.5509     	-1.22417    	493.45      	-4773.99    	-34.6076    	1629.62     	0.27555     	-92.2503    
2.925 	24082.6     	547.383     	10.6031     	1625.83     	-55.5476    	86.2922     	-37.885     	1.05974     	-13.8957    	10.7137     	341.109     	4903.11     	15079.9     	72.6241     	-11.027     	-48.3617    	-370.387    	-14.3294    	547.383     	-91.8937    	4274.42     	28.6449     	-1.28278    	475.198     	-4778.5     	-34.5552    	1625.83     	0.219523    	-90.0557    
2.935 	23892.1     	542.006     	11.3256     	1622.05     	-63.9064    	68.7278     	-37.7176    	1.29374     	-13.8756    	11.7166     	336.22      	4903.6      	14944.4     	71.9852     	-16.7489    	-46.7011    	-357.599    	-14.6637    	542.006     	-84.4647    	4266.08     	28.7202     	-1.32723    	457.251     	-4778.43    	-34.4254    	1622.05     	0.156453    	-87.7053    
2.945 	23705.6     	536.275     	11.8919     	1618.28     	-71.9777    	52.1939     	-37.2206    	1.49008     	-14.0063    	12.6693     	331.364     	4904.02     	14807.4     	71.3524     	-22.3948    	-44.7265    	-344.855    	-15.1801    	536.275     	-77.1287    	4257.76     	28.778      	-1.35787    	439.596     	-4773.8     	-34.1987    	1618.28     	0.0865583   	-85.2621    
2.955 	23523.5     	530.2       	12.284      	1614.53     	-79.7406    	36.8993     	-36.3895    	1.64981     	-14.2472    	13.5288     	326.538     	4904.38     	14669       	70.7261     	-27.9533    	-42.4941    	-332.169    	-15.8135    	530.2       	-69.8895    	4249.45     	28.8193     	-1.37547    	422.222     	-4764.72    	-33.857     	1614.53     	0.0102638   	-82.7924    
2.965 	23345.7     	523.788     	12.4905     	1610.78     	-87.1755    	23.0116     	-35.2307    	1.77487     	-14.5573    	14.2584     	321.735     	4904.65     	14529.2     	70.1064     	-33.4131    	-40.0653    	-319.558    	-16.498     	523.788     	-62.7534    	4241.16     	28.8445     	-1.3812     	405.118     	-4751.31    	-33.3853    	1610.78     	-0.0718223  	-80.3635    
2.975 	23172.3     	517.047     	12.5074     	1607.05     	-94.2639    	10.6525     	-33.7609    	1.86797     	-14.8966    	14.8292     	316.946     	4904.79     	14388.2     	69.4934     	-38.7642    	-37.5045    	-307.036    	-17.1709    	517.047     	-55.7285    	4232.88     	28.854      	-1.37658    	388.279     	-4733.77    	-32.7728    	1607.05     	-0.158941   	-78.0399    
2.985 	23002.9     	509.986     	12.3378     	1603.33     	-100.989    	-0.106368   	-32.0065    	1.9324      	-15.2274    	15.2206     	312.164     	4904.72     	14246.1     	68.8872     	-43.9974    	-34.8758    	-294.613    	-17.7754    	509.986     	-48.8251    	4224.62     	28.8479     	-1.36349    	371.698     	-4712.31    	-32.0142    	1603.33     	-0.250211   	-75.8805    
2.995 	22837.5     	502.614     	11.992      	1599.62     	-107.334    	-9.24426    	-30.0019    	1.97187     	-15.5146    	15.4213     	307.381     	4904.36     	14103.1     	68.2877     	-49.1047    	-32.2407    	-282.3      	-18.2634    	502.614     	-42.0549    	4216.37     	28.8259     	-1.344      	355.377     	-4687.18    	-31.1103    	1599.62     	-0.34466    	-73.9353    
