q      	H_1-I_2      	H_2-Hg       	C-I_1        	H_1-I_1      	C-I_2        	O-H_2        	H_2-I_1      	O-H_1        	O-C          	H_1-Hg       	H_2-I_2      	C-Hg        
8.365 	-0.00709462 	0.00322004  	0.00348685  	0.0134284   	0.365845    	-2.52895    	0.0036796   	13.8241     	-129.117    	-0.13121    	-0.00199733 	-0.201041   
8.375 	-0.00642012 	0.00180672  	-0.0331487  	0.0170045   	0.352994    	-2.51792    	0.00400746  	13.7149     	-126.866    	-0.119531   	-0.00302707 	-0.122498   
8.385 	-0.00495874 	0.000417148 	-0.0710933  	0.020711    	0.324633    	-2.5059     	0.00417229  	13.6065     	-124.57     	-0.107313   	-0.00383812 	-0.0471816  
8.395 	-0.00281095 	-0.000906412	-0.109654   	0.0244306   	0.28123     	-2.49288    	0.00417991  	13.4989     	-122.232    	-0.0950009  	-0.00438395 	0.0273695   
8.405 	-0.000108142	-0.00212465 	-0.148083   	0.0280518   	0.223885    	-2.47887    	0.00404426  	13.3922     	-119.855    	-0.0830231  	-0.00463    	0.103358    
8.415 	0.00299385  	-0.00320242 	-0.185603   	0.0314746   	0.154312    	-2.46388    	0.00378664  	13.2863     	-117.443    	-0.0717636  	-0.00455519 	0.18258     
8.425 	0.00632249  	-0.0041097  	-0.221444   	0.0346142   	0.0747802   	-2.44791    	0.00343457  	13.1812     	-114.998    	-0.0615445  	-0.00415293 	0.266311    
8.435 	0.0096971   	-0.00482246 	-0.254871   	0.0374055   	-0.0119628  	-2.431      	0.00302022  	13.0767     	-112.525    	-0.0526103  	-0.0034314  	0.355225    
8.445 	0.0129377   	-0.00532322 	-0.285212   	0.0398054   	-0.102795   	-2.41315    	0.0025787   	12.9728     	-110.027    	-0.0451173  	-0.00241309 	0.449352    
8.455 	0.0158738   	-0.00560142 	-0.311879   	0.0417943   	-0.194341   	-2.3944     	0.00214608  	12.8692     	-107.506    	-0.0391294  	-0.00113379 	0.548081    
8.465 	0.0183528   	-0.00565359 	-0.334392   	0.0433766   	-0.28311    	-2.37479    	0.00175748  	12.7657     	-104.966    	-0.0346195  	0.000359134 	0.650199    
8.475 	0.0202469   	-0.00548327 	-0.352392   	0.0445799   	-0.365638   	-2.35434    	0.00144503  	12.6623     	-102.408    	-0.0314752  	0.00200886  	0.753973    
8.485 	0.0214595   	-0.00510073 	-0.365645   	0.0454521   	-0.438633   	-2.33312    	0.0012362   	12.5586     	-99.8348    	-0.0295114  	0.00375173  	0.857252    
8.495 	0.0219292   	-0.00452247 	-0.374042   	0.0460589   	-0.499115   	-2.31115    	0.00115219  	12.4546     	-97.2465    	-0.0284846  	0.00552011  	0.957607    
8.505 	0.0216325   	-0.00377062 	-0.377602   	0.0464786   	-0.544543   	-2.28851    	0.00120679  	12.3501     	-94.6437    	-0.0281119  	0.00724536  	1.05247     
8.515 	0.0205843   	-0.00287204 	-0.376454   	0.0467979   	-0.572923   	-2.26523    	0.00140557  	12.2449     	-92.0263    	-0.0280909  	0.00886088  	1.13931     
8.525 	0.0188367   	-0.00185749 	-0.370825   	0.0471057   	-0.582896   	-2.24137    	0.00174555  	12.1391     	-89.3936    	-0.0281198  	0.0103049   	1.21575     
8.535 	0.0164756   	-0.000760504	-0.361025   	0.0474877   	-0.573792   	-2.21697    	0.00221534  	12.0325     	-86.7444    	-0.0279172  	0.0115232   	1.27976     
8.545 	0.0136162   	0.000383674 	-0.347422   	0.0480209   	-0.545663   	-2.19207    	0.00279566  	11.9253     	-84.0774    	-0.0272394  	0.012471    	1.32973     
8.555 	0.0103967   	0.00153925  	-0.330429   	0.048768    	-0.499271   	-2.1667     	0.00346045  	11.8174     	-81.391     	-0.0258947  	0.0131153   	1.36459     
8.565 	0.00697083  	0.00267101  	-0.310477   	0.0497735   	-0.436058   	-2.1409     	0.00417819  	11.7092     	-78.6836    	-0.0237541  	0.0134352   	1.38388     
8.575 	0.00350057  	0.00374546  	-0.288002   	0.05106     	-0.358081   	-2.11467    	0.00491358  	11.6006     	-75.9539    	-0.0207573  	0.0134235   	1.38778     
8.585 	0.000147549 	0.00473187  	-0.263428   	0.0526262   	-0.267911   	-2.08802    	0.00562948  	11.492      	-73.2008    	-0.0169139  	0.0130858   	1.37708     
8.595 	-0.00293463 	0.0056032   	-0.237155   	0.0544456   	-0.16853    	-2.06096    	0.00628888  	11.3836     	-70.4238    	-0.0123003  	0.0124405   	1.35314     
8.605 	-0.00560778 	0.00633695  	-0.209555   	0.0564678   	-0.0631917  	-2.03347    	0.00685686  	11.2756     	-67.623     	-0.00705204 	0.0115176   	1.31786     
8.615 	-0.00775551 	0.00691577  	-0.180961   	0.0586196   	0.0447166   	-2.00555    	0.00730252  	11.1683     	-64.7992    	-0.00135269 	0.0103567   	1.27351     
8.625 	-0.00928842 	0.00732803  	-0.151673   	0.0608092   	0.151817    	-1.97717    	0.00760059  	11.062      	-61.954     	0.00458044  	0.00900573  	1.22265     
8.635 	-0.0101477  	0.00756802  	-0.121958   	0.0629299   	0.254883    	-1.94832    	0.00773286  	10.9567     	-59.0898    	0.0105123   	0.00751815  	1.16794     
8.645 	-0.0103074  	0.00763603  	-0.0920602  	0.0648665   	0.350969    	-1.91896    	0.00768908  	10.8528     	-56.21      	0.0162071   	0.00595074  	1.11207     
8.655 	-0.00977431 	0.00753824  	-0.062201   	0.0665006   	0.437521    	-1.88909    	0.00746759  	10.7504     	-53.3184    	0.0214449   	0.00436108  	1.05751     
8.665 	-0.00858731 	0.00728635  	-0.0325926  	0.067718    	0.512476    	-1.85867    	0.00707537  	10.6495     	-50.4198    	0.026037    	0.00280515  	1.00649     
8.675 	-0.00681401 	0.00689699  	-0.00344343 	0.0684146   	0.574319    	-1.8277     	0.00652772  	10.5503     	-47.5193    	0.029839    	0.00133506  	0.960773    
8.685 	-0.00454674 	0.00639103  	0.0250366   	0.0685031   	0.622129    	-1.79617    	0.00584746  	10.4526     	-44.6225    	0.0327608   	-2.91637e-06	0.921646    
8.695 	-0.00189716 	0.00579264  	0.0526321   	0.0679184   	0.655584    	-1.76408    	0.00506372  	10.3564     	-41.7351    	0.0347729   	-0.00117001 	0.88982     
8.705 	0.00100987  	0.00512831  	0.0791229   	0.0666222   	0.674945    	-1.73144    	0.00421047  	10.2616     	-38.8627    	0.0359086   	-0.0021362  	0.865415    
8.715 	0.00404288  	0.00442572  	0.104287    	0.0646061   	0.681006    	-1.69827    	0.00332475  	10.168      	-36.0106    	0.0362621   	-0.00288101 	0.847973    
8.725 	0.00707058  	0.00371266  	0.127906    	0.0618937   	0.675029    	-1.6646     	0.00244478  	10.0755     	-33.1836    	0.0359829   	-0.00339384 	0.836499    
8.735 	0.00996827  	0.00301585  	0.14978     	0.0585405   	0.65865     	-1.63047    	0.00160805  	9.98365     	-30.3859    	0.0352661   	-0.0036739  	0.829541    
8.745 	0.0126239   	0.00235991  	0.169733    	0.0546327   	0.633781    	-1.59593    	0.000849391 	9.89237     	-27.6207    	0.0343403   	-0.00372965 	0.825299    
8.755 	0.0149429   	0.00176641  	0.187637    	0.0502838   	0.602499    	-1.56102    	0.000199339 	9.80135     	-24.8903    	0.033453    	-0.00357786 	0.821751    
8.765 	0.0168526   	0.001253    	0.203418    	0.0456303   	0.566931    	-1.5258     	-0.000317379	9.71036     	-22.1958    	0.0328547   	-0.00324243 	0.8168      
8.775 	0.0183046   	0.000832824 	0.217077    	0.0408256   	0.529147    	-1.49033    	-0.000682956	9.61916     	-19.5371    	0.0327836   	-0.0027529  	0.808418    
8.785 	0.0192763   	0.000514052 	0.2287      	0.0360333   	0.491064    	-1.45467    	-0.000887258	9.52756     	-16.9131    	0.0334495   	-0.00214279 	0.794798    
8.795 	0.0197713   	0.000299691 	0.238465    	0.0314196   	0.45436     	-1.41888    	-0.000928159	9.43537     	-14.3215    	0.0350208   	-0.00144791 	0.774487    
8.805 	0.0198173   	0.000187606 	0.246651    	0.0271456   	0.420412    	-1.383      	-0.000811453	9.34249     	-11.759     	0.0376136   	-0.000704611	0.746498    
8.815 	0.0194644   	0.000170786 	0.253629    	0.0233595   	0.390249    	-1.34709    	-0.000550346	9.24883     	-9.22167    	0.041283    	5.1783e-05  	0.710401    
8.825 	0.0187814   	0.000237818 	0.25986     	0.0201897   	0.364533    	-1.31118    	-0.000164573	9.15436     	-6.7047     	0.0460198   	0.000788489 	0.66638     
8.835 	0.0178508   	0.000373567 	0.265875    	0.0177381   	0.343564    	-1.27532    	0.000320809 	9.05909     	-4.20305    	0.0517489   	0.0014765   	0.615243    
8.845 	0.016765    	0.000560011 	0.272252    	0.0160757   	0.327299    	-1.23951    	0.00087688  	8.96309     	-1.71151    	0.0583337   	0.00209155  	0.558412    
8.855 	0.0156201   	0.000777202 	0.279589    	0.0152384   	0.315397    	-1.20378    	0.00147248  	8.86644     	0.774983    	0.065582    	0.00261487  	0.497856    
8.865 	0.0145112   	0.0010043   	0.288468    	0.0152258   	0.307278    	-1.16813    	0.0020759   	8.76927     	3.26115     	0.073257    	0.00303351  	0.435998    
8.875 	0.0135276   	0.00122061  	0.299418    	0.0160006   	0.302192    	-1.13257    	0.00265659  	8.67175     	5.75109     	0.0810894   	0.00334047  	0.375592    
8.885 	0.0127482   	0.00140665  	0.312875    	0.0174907   	0.299295    	-1.09707    	0.00318668  	8.57403     	8.24806     	0.0887917   	0.00353445  	0.319569    
8.895 	0.0122375   	0.00154506  	0.32914     	0.0195928   	0.297722    	-1.06163    	0.00364238  	8.4763      	10.7543     	0.096074    	0.00361946  	0.270872    
8.905 	0.0120436   	0.00162144  	0.348348    	0.0221769   	0.296666    	-1.02624    	0.00400508  	8.37873     	13.2711     	0.102659    	0.00360408  	0.232277    
8.915 	0.0121955   	0.001625    	0.370433    	0.0250936   	0.295436    	-0.990871   	0.00426213  	8.28149     	15.7983     	0.108297    	0.00350061  	0.206225    
8.925 	0.0127031   	0.00154905  	0.395106    	0.0281804   	0.293513    	-0.955512   	0.00440724  	8.18475     	18.3347     	0.112778    	0.00332418  	0.194658    
8.935 	0.0135568   	0.00139122  	0.421846    	0.0312704   	0.290582    	-0.920148   	0.0044406   	8.08862     	20.8779     	0.115942    	0.00309164  	0.19888     
8.945 	0.0147292   	0.00115348  	0.449893    	0.0342001   	0.286547    	-0.88477    	0.00436849  	7.99322     	23.4246     	0.117687    	0.0028206   	0.21945     
8.955 	0.0161768   	0.00084196  	0.478264    	0.0368171   	0.281537    	-0.849371   	0.0042027   	7.89863     	25.9703     	0.117975    	0.00252846  	0.256108    
8.965 	0.0178431   	0.000466539 	0.50578     	0.0389879   	0.275879    	-0.813955   	0.00395956  	7.80491     	28.5101     	0.116828    	0.00223148  	0.307744    
8.975 	0.0196616   	4.02408e-05 	0.531101    	0.0406036   	0.270063    	-0.778528   	0.00365878  	7.71207     	31.0384     	0.114331    	0.00194411  	0.372415    
8.985 	0.0215597   	-0.000421498	0.55278     	0.041585    	0.264693    	-0.743107   	0.00332213  	7.62012     	33.5494     	0.11062     	0.00167836  	0.447403    
8.995 	0.0234623   	-0.000901673	0.569326    	0.041886    	0.260425    	-0.707712   	0.00297206  	7.52903     	36.0374     	0.10588     	0.00144343  	0.529321    
9.005 	0.0252956   	-0.00138262 	0.579272    	0.0414951   	0.257896    	-0.672371   	0.00263026  	7.43876     	38.4968     	0.100327    	0.00124545  	0.614257    
9.015 	0.0269901   	-0.00184692 	0.581251    	0.0404352   	0.25766     	-0.637116   	0.00231643  	7.34924     	40.9227     	0.0942035   	0.00108753  	0.697947    
9.025 	0.0284843   	-0.00227829 	0.574075    	0.0387616   	0.260118    	-0.601981   	0.00204706  	7.26039     	43.3106     	0.0877566   	0.00096981  	0.775978    
9.035 	0.0297263   	-0.00266236 	0.556806    	0.0365582   	0.265464    	-0.567003   	0.00183458  	7.17215     	45.6571     	0.0812317   	0.000889813 	0.844003    
9.045 	0.0306762   	-0.0029873  	0.528828    	0.0339326   	0.27364     	-0.532216   	0.00168667  	7.08442     	47.9597     	0.0748569   	0.000842836 	0.897957    
9.055 	0.0313069   	-0.00324438 	0.489902    	0.0310099   	0.284302    	-0.497655   	0.00160596  	6.99713     	50.2167     	0.0688329   	0.000822461 	0.934269    
9.065 	0.0316047   	-0.00342821 	0.440207    	0.0279252   	0.296815    	-0.46335    	0.00158999  	6.91019     	52.4278     	0.0633238   	0.000821116 	0.950054    
9.075 	0.0315685   	-0.00353691 	0.380374    	0.0248164   	0.310262    	-0.429324   	0.0016315   	6.82354     	54.5934     	0.0584509   	0.000830664 	0.943273    
9.085 	0.0312097   	-0.00357198 	0.311483    	0.0218166   	0.32347     	-0.395596   	0.00171903  	6.7371      	56.7151     	0.0542891   	0.000842974 	0.912855    
9.095 	0.03055     	-0.00353804 	0.235055    	0.0190471   	0.335059    	-0.362177   	0.00183776  	6.65082     	58.7949     	0.0508659   	0.000850459 	0.85878     
9.105 	0.0296202   	-0.00344238 	0.15301     	0.0166108   	0.343513    	-0.329071   	0.0019705   	6.56464     	60.8358     	0.0481637   	0.000846535 	0.782099    
9.115 	0.028458    	-0.00329437 	0.0676114   	0.0145871   	0.347252    	-0.296273   	0.0020989   	6.47854     	62.8409     	0.0461243   	0.000826003 	0.684911    
9.125 	0.0271057   	-0.00310481 	-0.0186118  	0.0130279   	0.344722    	-0.263775   	0.00220461  	6.39246     	64.8138     	0.0446559   	0.000785317 	0.570285    
9.135 	0.0256082   	-0.00288512 	-0.102961   	0.0119557   	0.334491    	-0.231559   	0.00227054  	6.30639     	66.7577     	0.0436412   	0.000722749 	0.442128    
9.145 	0.0240109   	-0.00264667 	-0.182677   	0.0113624   	0.315336    	-0.199604   	0.00228193  	6.22028     	68.676      	0.0429472   	0.000638433 	0.305015    
9.155 	0.022358    	-0.00240004 	-0.255053   	0.0112109   	0.286329    	-0.167889   	0.00222735  	6.13413     	70.5715     	0.0424352   	0.00053431  	0.163979    
9.165 	0.0206909   	-0.00215435 	-0.317557   	0.0114376   	0.246914    	-0.136388   	0.00209943  	6.04789     	72.4464     	0.0419705   	0.000413964 	0.0242773   
9.175 	0.0190472   	-0.00191683 	-0.36795    	0.0119565   	0.196959    	-0.105078   	0.00189539  	5.96156     	74.3023     	0.0414317   	0.000282383 	-0.108857   
9.185 	0.0174598   	-0.00169237 	-0.404391   	0.0126647   	0.136796    	-0.0739391  	0.00161724  	5.8751      	76.1402     	0.0407179   	0.000145642 	-0.230466   
9.195 	0.0159567   	-0.00148341 	-0.425536   	0.0134488   	0.067235    	-0.0429547  	0.00127176  	5.78849     	77.9602     	0.0397548   	1.05519e-05 	-0.336105   
9.205 	0.0145609   	-0.00128987 	-0.430612   	0.0141911   	-0.0104439  	-0.0121154  	0.000870144 	5.70173     	79.7615     	0.0384986   	-0.00011573 	-0.422061   
9.215 	0.0132904   	-0.00110937 	-0.419468   	0.0147773   	-0.0945288  	0.0185813   	0.000427383 	5.61478     	81.5428     	0.0369372   	-0.00022609 	-0.48553    
9.225 	0.0121595   	-0.000937518	-0.392604   	0.0151026   	-0.182931   	0.0491297   	-3.85367e-05	5.52764     	83.3022     	0.0350897   	-0.000313833	-0.524759   
9.235 	0.0111783   	-0.000768443	-0.351165   	0.0150782   	-0.273266   	0.0795153   	-0.000507642	5.4403      	85.0372     	0.0330034   	-0.000373031	-0.539128   
9.245 	0.0103545   	-0.000595366	-0.296908   	0.0146361   	-0.362949   	0.109716    	-0.000959085	5.35276     	86.745      	0.0307491   	-0.000398826	-0.529181   
9.255 	0.00969329  	-0.000411278	-0.232139   	0.0137333   	-0.449304   	0.1397      	-0.00137231 	5.26504     	88.4227     	0.0284146   	-0.000387675	-0.496595   
9.265 	0.00919834  	-0.000209646	-0.159625   	0.0123541   	-0.529681   	0.169431    	-0.00172819 	5.17716     	90.0672     	0.0260978   	-0.00033753 	-0.444095   
9.275 	0.00887219  	1.49061e-05 	-0.0824744  	0.0105112   	-0.601578   	0.198865    	-0.00201011 	5.08916     	91.6759     	0.0238985   	-0.00024795 	-0.37531    
9.285 	0.00871641  	0.000265974 	-0.00401238 	0.00824485  	-0.662749   	0.227957    	-0.00220487 	5.00108     	93.2461     	0.0219108   	-0.000120145	-0.294591   
9.295 	0.00873172  	0.000544856 	0.072371    	0.00562085  	-0.711312   	0.256658    	-0.00230345 	4.91298     	94.7758     	0.0202157   	4.30502e-05 	-0.206782   
9.305 	0.00891779  	0.000850176 	0.14337     	0.00272684  	-0.745838   	0.284921    	-0.00230147 	4.82493     	96.2633     	0.0188755   	0.000237265 	-0.116971   
9.315 	0.00927285  	0.00117768  	0.205916    	-0.000332471	-0.765414   	0.312699    	-0.00219948 	4.73701     	97.7075     	0.0179284   	0.000456743 	-0.0302275  
9.325 	0.00979317  	0.00152022  	0.257318    	-0.003441   	-0.769694   	0.339953    	-0.00200289 	4.6493      	99.1081     	0.0173857   	0.000694532 	0.0486638   
9.335 	0.0104725   	0.00186794  	0.295393    	-0.00647759 	-0.758911   	0.366647    	-0.00172172 	4.5619      	100.465     	0.0172312   	0.000942726 	0.11545     
9.345 	0.0113011   	0.00220863  	0.318573    	-0.00932253 	-0.73387    	0.392755    	-0.00137006 	4.47489     	101.779     	0.0174216   	0.00119273  	0.166632    
9.355 	0.0122658   	0.00252829  	0.325978    	-0.011864   	-0.695909   	0.41826     	-0.000965298	4.38835     	103.051     	0.0178891   	0.00143553  	0.19965     
9.365 	0.0133486   	0.0028118   	0.317468    	-0.0140038  	-0.646841   	0.443152    	-0.000527254	4.30237     	104.282     	0.0185468   	0.00166203  	0.213016    
9.375 	0.014527    	0.00304376  	0.293655    	-0.015663   	-0.588866   	0.467433    	-7.71077e-05	4.21702     	105.473     	0.0192934   	0.00186331  	0.206391    
9.385 	0.0157737   	0.00320931  	0.255877    	-0.0167851  	-0.524472   	0.491113    	0.000363671 	4.13236     	106.627     	0.0200207   	0.00203095  	0.180606    
9.395 	0.0170566   	0.00329505  	0.206139    	-0.0173397  	-0.456318   	0.514211    	0.000774417 	4.04841     	107.745     	0.0206206   	0.00215728  	0.137611    
9.405 	0.0183397   	0.00328986  	0.147024    	-0.0173233  	-0.387114   	0.536754    	0.0011363   	3.96522     	108.828     	0.0209925   	0.00223567  	0.0803768   
9.415 	0.0195834   	0.0031857   	0.0815675   	-0.0167594  	-0.319494   	0.558771    	0.00143323  	3.88279     	109.878     	0.02105     	0.00226075  	0.0127276   
9.425 	0.020746    	0.00297819  	0.0131178   	-0.0156967  	-0.255904   	0.580299    	0.00165263  	3.80111     	110.894     	0.0207267   	0.00222858  	-0.0608622  
9.435 	0.0217848   	0.0026671   	-0.0548297  	-0.0142067  	-0.198491   	0.601374    	0.00178598  	3.72016     	111.878     	0.019981    	0.00213686  	-0.135515   
9.445 	0.0226579   	0.00225661  	-0.118801   	-0.0123791  	-0.149013   	0.622031    	0.00182916  	3.63989     	112.829     	0.0187988   	0.001985    	-0.206218   
9.455 	0.0233254   	0.0017553   	-0.175514   	-0.0103172  	-0.10877    	0.642302    	0.00178254  	3.56027     	113.747     	0.0171946   	0.00177421  	-0.268103   
9.465 	0.0237518   	0.00117598  	-0.222045   	-0.00813217 	-0.0785543  	0.662216    	0.00165085  	3.48122     	114.632     	0.0152109   	0.00150755  	-0.316722   
9.475 	0.0239067   	0.000535239 	-0.255974   	-0.00593745 	-0.0586333  	0.681793    	0.0014428   	3.40268     	115.482     	0.0129154   	0.00118982  	-0.348302   
9.485 	0.0237673   	-0.000147206	-0.27551    	-0.00384257 	-0.0487526  	0.701047    	0.00117056  	3.32459     	116.296     	0.0103969   	0.000827561 	-0.359968   
9.495 	0.0233188   	-0.000849317	-0.279582   	-0.00194792 	-0.0481673  	0.719981    	0.000849013 	3.24689     	117.074     	0.0077593   	0.000428851 	-0.349921   
9.505 	0.0225557   	-0.00154771 	-0.267906   	-0.000339859	-0.0556971  	0.73859     	0.000494938 	3.16951     	117.813     	0.00511524  	3.14765e-06 	-0.317566   
9.515 	0.0214824   	-0.00221873 	-0.240999   	0.000913208 	-0.0698005  	0.75686     	0.000126087 	3.0924      	118.514     	0.00257839  	-0.000438974	-0.263566   
9.525 	0.0201132   	-0.00283952 	-0.200162   	0.00176364  	-0.0886666  	0.774768    	-0.000239733	3.01552     	119.177     	0.000256146 	-0.000886105	-0.189841   
9.535 	0.0184716   	-0.00338912 	-0.147424   	0.00218618  	-0.110316   	0.792281    	-0.000585555	2.93884     	119.8       	-0.00175762 	-0.00132634 	-0.0994991  
9.545 	0.0165904   	-0.00384945 	-0.0854447  	0.00217821  	-0.132712   	0.809364    	-0.000896074	2.86235     	120.384     	-0.0033889  	-0.00174762 	0.00330537  
9.555 	0.0145095   	-0.00420622 	-0.0173863  	0.00175885  	-0.153862   	0.825973    	-0.00115835 	2.78604     	120.931     	-0.00458877 	-0.00213816 	0.11356     
9.565 	0.0122751   	-0.00444959 	0.0532389   	0.000966823 	-0.171928   	0.842066    	-0.00136234 	2.70992     	121.441     	-0.00533705 	-0.0024868  	0.225639    
9.575 	0.00993761  	-0.00457464 	0.122744    	-0.000142741	-0.185312   	0.857596    	-0.00150132 	2.634       	121.917     	-0.00564418 	-0.0027834  	0.333582    
9.585 	0.00754933  	-0.00458166 	0.187449    	-0.00150221 	-0.192734   	0.872521    	-0.00157201 	2.55831     	122.361     	-0.00555123 	-0.00301924 	0.431393    
9.595 	0.00516278  	-0.00447607 	0.24387     	-0.00303598 	-0.193292   	0.886802    	-0.00157463 	2.48288     	122.775     	-0.00512799 	-0.00318734 	0.513355    
9.605 	0.00282831  	-0.00426815 	0.288896    	-0.00466524 	-0.186495   	0.900406    	-0.00151268 	2.40773     	123.163     	-0.00446927 	-0.00328274 	0.574325    
9.615 	0.000592187 	-0.00397256 	0.319949    	-0.00631272 	-0.172277   	0.913307    	-0.00139261 	2.33289     	123.526     	-0.0036896  	-0.00330274 	0.610014    
9.625 	-0.00150517 	-0.00360751 	0.335122    	-0.00790718 	-0.15099    	0.925488    	-0.00122331 	2.25839     	123.869     	-0.00291666 	-0.00324706 	0.617229    
9.635 	-0.00343069 	-0.0031939  	0.333281    	-0.00938725 	-0.123371   	0.93694     	-0.00101556 	2.18423     	124.192     	-0.00228384 	-0.00311789 	0.594053    
9.645 	-0.00515966 	-0.00275422 	0.314137    	-0.0107046  	-0.0904906  	0.947666    	-0.000781334	2.11043     	124.5       	-0.00192235 	-0.0029199  	0.539979    
9.655 	-0.0066764  	-0.00231139 	0.278265    	-0.0118261  	-0.0536878  	0.957677    	-0.000533143	2.03698     	124.792     	-0.00195337 	-0.00266005 	0.455961    
9.665 	-0.0079744  	-0.00188763 	0.227093    	-0.0127348  	-0.0144894  	0.966992    	-0.00028333 	1.96386     	125.069     	-0.00248069 	-0.00234748 	0.344404    
9.675 	-0.00905604 	-0.00150328 	0.162836    	-0.0134302  	0.0254769   	0.975639    	-4.34581e-05	1.89106     	125.333     	-0.00358432 	-0.00199311 	0.209072    
9.685 	-0.00993186 	-0.00117582 	0.0884007   	-0.0139271  	0.0645728   	0.983652    	0.000176246 	1.81854     	125.583     	-0.00531538 	-0.00160933 	0.0549345   
9.695 	-0.0106194  	-0.000918938	0.00724838  	-0.0142536  	0.101237    	0.99107     	0.000367335 	1.74627     	125.817     	-0.00769261 	-0.0012095  	-0.112057   
9.705 	-0.0111416  	-0.000741886	-0.0767689  	-0.0144483  	0.134067    	0.997932    	0.000523465 	1.67419     	126.033     	-0.0107008  	-0.000807473	-0.28524    
9.715 	-0.0115255  	-0.000649012	-0.159594   	-0.0145566  	0.161891    	1.00428     	0.000640579 	1.60229     	126.23      	-0.0142908  	-0.000417075	-0.457548   
9.725 	-0.0118001  	-0.000639569	-0.23716    	-0.0146274  	0.183821    	1.01015     	0.000716959 	1.53051     	126.404     	-0.0183822  	-5.15465e-05	-0.621853   
9.735 	-0.0119943  	-0.00070779 	-0.305595   	-0.0147088  	0.199296    	1.01558     	0.000753136 	1.45884     	126.552     	-0.0228667  	0.000276963 	-0.771301   
9.745 	-0.0121357  	-0.000843219	-0.361407   	-0.0148443  	0.208097    	1.02061     	0.000751694 	1.38727     	126.671     	-0.0276141  	0.000557882 	-0.899652   
9.755 	-0.0122485  	-0.0010313  	-0.401666   	-0.0150694  	0.210356    	1.02525     	0.000716963 	1.31579     	126.757     	-0.0324786  	0.000782629 	-1.00158    
9.765 	-0.0123523  	-0.00125414 	-0.424149   	-0.0154087  	0.206529    	1.02951     	0.000654637 	1.24443     	126.809     	-0.0373065  	0.000944952 	-1.07296    
9.775 	-0.0124612  	-0.00149154 	-0.427459   	-0.0158742  	0.19737     	1.03342     	0.000571351 	1.17323     	126.824     	-0.0419444  	0.00104116  	-1.11103    
9.785 	-0.0125832  	-0.00172199 	-0.411103   	-0.0164634  	0.183874    	1.03696     	0.00047422  	1.10226     	126.799     	-0.0462465  	0.00107025  	-1.11462    
9.795 	-0.0127197  	-0.00192391 	-0.375523   	-0.01716    	0.167218    	1.04014     	0.000370402 	1.03159     	126.734     	-0.0500825  	0.0010339   	-1.08412    
9.805 	-0.0128662  	-0.00207676 	-0.322088   	-0.0179341  	0.148689    	1.04292     	0.000266679 	0.96132     	126.628     	-0.0533437  	0.000936383 	-1.02158    
9.815 	-0.0130126  	-0.00216216 	-0.253038   	-0.0187443  	0.129613    	1.04529     	0.000169102 	0.891568    	126.482     	-0.0559486  	0.000784279 	-0.930538   
9.825 	-0.0131442  	-0.00216486 	-0.171385   	-0.0195403  	0.111277    	1.04723     	8.26972e-05 	0.822457    	126.297     	-0.0578459  	0.000586184 	-0.815919   
9.835 	-0.0132432  	-0.00207363 	-0.0807805  	-0.020266   	0.09486     	1.0487      	1.1267e-05  	0.754116    	126.076     	-0.059017   	0.000352256 	-0.683784   
9.845 	-0.0132901  	-0.00188182 	0.0146554   	-0.0208634  	0.0813708   	1.04967     	-4.27289e-05	0.686677    	125.822     	-0.0594758  	9.37175e-05 	-0.541049   
9.855 	-0.0132652  	-0.00158782 	0.110519    	-0.0212766  	0.0715964   	1.05012     	-7.81982e-05	0.620264    	125.537     	-0.0592668  	-0.000177689	-0.395166   
9.865 	-0.0131503  	-0.00119514 	0.202329    	-0.0214554  	0.066064    	1.05        	-9.53577e-05	0.55499     	125.227     	-0.0584623  	-0.00045027 	-0.253762   
9.875 	-0.0129303  	-0.000712351	0.285734    	-0.0213594  	0.0650188   	1.04931     	-9.56021e-05	0.49095     	124.895     	-0.0571571  	-0.000712933	-0.124275   
9.885 	-0.0125944  	-0.000152654	0.356715    	-0.0209607  	0.068417    	1.04802     	-8.13132e-05	0.428217    	124.545     	-0.0554629  	-0.000955709	-0.0135981  
9.895 	-0.0121373  	0.000466675 	0.411772    	-0.0202467  	0.0759358   	1.04612     	-5.56276e-05	0.366837    	124.181     	-0.0535015  	-0.0011702  	0.0722593   
9.905 	-0.0115599  	0.00112511  	0.448085    	-0.0192212  	0.0869982   	1.04361     	-2.21816e-05	0.306825    	123.808     	-0.0513976  	-0.00134994 	0.128463    
9.915 	-0.0108696  	0.00179984  	0.463648    	-0.0179054  	0.100811    	1.04049     	1.51489e-05 	0.248166    	123.427     	-0.0492719  	-0.00149068 	0.151597    
9.925 	-0.0100805  	0.00246683  	0.457356    	-0.016337   	0.116415    	1.03678     	5.24941e-05 	0.190809    	123.042     	-0.0472346  	-0.00159049 	0.139833    
9.935 	-0.00921259 	0.00310192  	0.429059    	-0.0145689  	0.132739    	1.0325      	8.62076e-05 	0.134676    	122.654     	-0.0453797  	-0.00164979 	0.0930326   
9.945 	-0.00829118 	0.00368202  	0.379564    	-0.0126665  	0.148665    	1.02768     	0.000113042 	0.0796571   	122.263     	-0.0437799  	-0.00167123 	0.012767    
9.955 	-0.00734564 	0.0041861   	0.310599    	-0.0107047  	0.163091    	1.02234     	0.000130277 	0.0256185   	121.87      	-0.0424839  	-0.00165946 	-0.0977476  
